156,836,191,1688.41
157,4820,676,1227.61
158,4379,274,454.19
159,9237,50,736.22
160,2050,216,1616.23
161,58,332,1785.05
162,9004,299,935.41
163,9968,346,970.68
164,15127,288,1977.33
165,17474,290,1784.82
166,20137,139,1882.83
167,10379,752,1400.83
168,13162,528,1018.36
169,5989,1140,439.42
170,15852,549,1151.69
171,4564,166,1375.07
172,9297,1100,32.59
173,10157,643,475.28
174,18110,202,386.3
175,11505,307,1561.22
176,11688,142,542.1
177,12612,214,321.96
178,5144,553,1881.72
179,18418,68,1662.61
180,1576,558,606.05
181,18311,85,1477.39
182,4526,401,1286.98
183,4517,144,1802.7
184,17629,181,1953.97
185,20125,85,370.42
186,6029,30,874.82
187,11301,132,1751.76
188,502,663,238.38
189,9923,49,975.4
190,7655,678,1967.98
191,14392,157,1108.73
192,15228,113,989.57
193,3904,538,941.76
194,3722,801,213.18
195,19875,419,1255.25
196,8311,466,388.21
197,5870,128,1570.07
198,3244,159,965.24
199,333,726,1708.41
200,6592,263,387.8
201,8753,149,1808.06
202,8414,436,168.05
203,12481,31,792.0
204,1046,941,215.16
205,12979,173,31.51
206,2866,491,424.38
207,6449,518,1508.61
208,7271,445,753.91
209,16444,245,1018.41
210,7683,33,594.23
211,4073,129,1614.73
212,5403,212,1306.94
213,20261,823,145.84
214,966,86,1487.42
215,2238,145,542.2
216,297,663,1857.17
217,1362,577,1850.38
218,11692,971,1637.46
219,4215,561,1763.32
220,5322,498,1521.63
221,2912,349,914.08
222,3254,569,1277.08
223,3142,256,622.52
224,18820,248,1200.16
225,6985,168,465.21
226,7799,992,1970.57
227,7222,625,1882.98
228,14914,120,597.07
229,7218,84,279.46
230,20213,154,1487.33
231,19668,59,1336.23
232,11586,1024,20.27
233,14783,954,1340.5
234,8222,110,686.61
235,1906,107,1498.14
236,15541,434,1943.9
237,15240,220,1097.7
238,13105,214,1306.23
239,11421,346,160.16
240,13558,89,1892.4
241,5057,64,542.32
242,18723,219,1110.36
243,13945,77,882.05
244,2987,116,163.32
245,9757,104,687.19
246,11937,418,46.89
247,5215,653,1269.01
248,4711,746,805.81
249,1088,345,252.6
250,19229,204,1511.34
251,10776,600,1866.69
252,4329,188,326.78
253,2497,138,1169.84
254,3543,368,1001.05
255,8835,80,617.1
256,15492,296,1834.9
257,1237,348,1633.22
258,15887,571,1469.7
259,8944,294,397.61
260,9942,192,563.28
261,19318,40,1412.38
262,10164,44,678.16
263,17598,301,1375.58
264,13951,206,97.88
265,10971,880,1996.76
266,10373,782,1939.61
267,3663,161,225.73
268,12297,19,1335.27
269,2967,380,1237.6
270,13674,729,1985.72
271,18860,127,820.57
272,17881,861,748.77
273,2555,145,164.67
274,7512,149,923.5
275,1039,62,755.46
276,8400,751,1172.16
277,1695,404,978.14
278,20134,393,1250.36
279,8043,339,1798.07
280,10718,88,673.05
281,250,51,187.94
282,18354,293,239.78
283,16870,20,1616.25
284,7063,26,584.03
285,4761,879,409.83
286,1436,140,724.82
287,7075,13,329.16
288,18367,487,294.38
289,11089,142,1811.09
290,17613,601,691.98
291,14719,762,1616.98
292,17541,179,1506.21
293,18724,113,687.48
294,487,65,581.4
295,3225,260,225.73
296,269,699,1223.69
297,17528,144,1033.3
298,3531,387,1643.48
299,12448,709,1561.0
300,6620,789,692.08
301,18601,590,1367.72
302,11140,584,590.33
303,10356,57,1508.1
304,1208,356,1873.13
305,17141,316,377.64
306,11093,41,1224.77
307,14512,316,1932.26
308,12193,229,617.14
309,17778,88,1425.66
310,17610,614,735.17
311,7622,552,482.01
312,9607,130,477.13
313,19421,553,1762.39
314,19930,205,928.83
315,3259,91,1827.85
316,6663,29,112.27
317,12037,666,901.13
318,14020,412,720.96
319,8638,78,734.55
320,17281,835,993.87
321,5779,570,1374.82
322,3511,464,299.94
323,20157,914,1448.4
324,6013,158,1654.2
325,19121,860,476.02
326,10845,204,1893.8
327,7482,186,974.43
328,580,228,383.07
329,2686,23,895.55
330,16061,356,1175.71
331,6100,170,1017.23
332,13562,218,1744.83
333,15243,445,1904.86
334,17023,419,1036.57
335,7323,585,425.42
336,9900,626,1448.04
337,11679,275,220.03
338,13160,354,1698.87
339,15441,843,680.52
340,12612,119,321.96
341,2904,19,1098.57
342,2444,249,755.41
343,10334,273,1756.05
344,15530,164,204.56
345,17838,247,1690.07
346,7947,193,24.18
347,13351,28,845.6
348,982,521,1662.4
349,17395,833,1770.13
350,11986,445,1593.96
351,5857,431,1916.8
352,11558,55,1957.68
353,9424,556,342.86
354,9631,356,971.16
355,8953,91,1719.57
356,1868,72,1610.68
357,15811,312,1482.59
358,17807,164,448.31
359,6985,173,465.21
360,525,548,1565.45
361,5252,222,547.95
362,10801,39,1077.63
363,10681,80,1544.01
364,9493,89,1258.81
365,19064,86,1431.75
366,2697,627,1263.6
367,7671,634,1820.79
368,6204,171,1465.72
369,3681,136,1683.65
370,6420,88,1555.24
371,17705,61,1938.3
372,13363,55,1560.45
373,602,103,353.23
374,18212,98,840.72
375,7581,132,1611.84
376,2863,522,1972.08
377,16011,107,1951.57
378,5876,548,213.23
379,17783,1061,1052.59
380,4715,634,1054.87
381,3388,232,1018.57
382,8830,541,440.29
383,14017,74,596.37
384,1901,300,1757.73
385,2712,128,369.85
386,7962,21,1263.06
387,4126,646,1107.82
388,9325,203,1852.85
389,1909,253,717.72
390,19962,32,604.79
391,17606,370,53.24
392,8479,380,283.13
393,11529,689,972.55
394,14853,855,1264.39
395,1580,265,1661.23
396,16848,658,1259.71
397,1706,62,473.39
398,10902,260,441.83
399,10939,563,1176.2
400,10870,97,1972.03
401,17255,316,45.25
402,19252,493,1058.98
403,8460,87,180.96
404,3562,781,1748.98
405,3078,629,1893.02
406,19807,34,1102.39
407,13988,237,1995.53
408,13339,94,63.57
409,19233,689,1677.17
410,6404,242,1952.68
411,18048,383,1175.47
412,18483,267,971.7
413,1046,370,215.16
414,8458,245,1894.2
415,11537,36,590.03
416,17759,810,1670.11
417,13536,110,34.37
418,538,36,733.34
419,16036,82,1154.08
420,4131,712,795.16
421,19112,265,945.43
422,18531,989,572.62
423,2560,874,1881.17
424,6369,567,430.32
425,11205,218,813.53
426,13252,149,1848.28
427,5389,215,1910.41
428,17443,747,1294.8
429,4900,131,957.79
430,8206,83,1432.52
431,10074,473,1971.17
432,11580,235,725.57
433,981,478,1044.85
434,9361,142,43.94
435,10622,42,1537.21
436,15073,54,590.58
437,14065,756,542.84
438,9264,668,519.73
439,14500,172,543.4
440,3527,365,1465.21
441,18140,700,1039.2
442,10042,373,1571.81
443,12824,386,1186.59
444,8058,131,1281.29
445,19624,823,195.29
446,16506,41,1955.51
447,6942,447,1325.65
448,11464,157,61.89
449,8433,47,503.27
450,5398,291,938.96
451,2088,329,1632.38
452,18445,221,1496.01
453,2190,91,1663.34
454,19449,460,1140.82
455,10302,148,122.44
456,13046,834,1337.7
457,17629,111,1953.97
458,19486,336,1294.11
459,6602,121,1055.51
460,11111,667,584.79
461,101,618,1178.27
462,19836,131,1424.68
463,9286,465,464.6
464,14183,190,1620.61
465,3855,61,931.54
466,1873,109,1703.08
467,6767,132,354.15
468,774,378,1388.93
469,8413,232,1351.09
470,3650,747,1543.8
471,1837,234,1049.31
472,7428,87,1429.06
473,3459,653,472.12
474,10169,117,1428.64
475,16657,289,1620.88
476,14950,17,1288.88
477,16318,250,1771.41
478,10599,357,153.34
479,5413,529,1647.99
480,7842,478,1664.9
481,15859,146,955.29
482,7942,421,1377.16
483,3796,405,603.87
484,5951,66,468.67
485,10879,843,662.92
486,12301,46,1697.45
487,17608,418,164.72
488,5421,125,1246.11
489,14090,153,1373.51
490,16781,624,1838.05
491,10728,561,1271.12
492,880,131,171.25
493,2996,76,1458.99
494,19398,103,494.04
495,13451,614,1012.83
496,14581,27,1263.82
497,2526,203,1284.89
498,20183,507,1657.02
499,7242,164,685.03
500,5331,86,1792.46
501,5873,68,1055.89
502,9877,874,189.46
503,15623,10,71.03
504,3164,858,841.95
505,19862,336,1630.95
506,17714,342,188.93
507,15018,802,840.26
508,8132,48,299.61
509,17269,158,1251.88
510,18338,231,757.69
511,6776,213,571.7
512,15443,92,1472.26
513,9871,232,1629.17
514,16237,586,589.74
515,9882,107,1902.66
516,18179,316,1311.42
517,306,89,1937.88
518,8759,166,1359.41
519,1035,679,591.45
520,443,74,337.14
521,1482,544,1364.92
522,11640,190,562.01
523,653,673,1233.16
524,6374,383,758.14
525,5548,239,790.94
526,14663,534,1533.8
527,5576,120,1472.47
528,11717,67,1773.76
529,4086,259,67.44
530,9402,55,1645.8
531,15412,407,1361.75
532,5123,790,395.83
533,2006,110,783.6
534,10883,87,255.7
535,9652,1005,71.63
536,15555,430,1842.03
537,9637,52,554.1
538,17263,726,1988.65
539,13614,214,1879.46
540,5324,301,845.74
541,2467,18,560.84
542,9701,247,1497.84
543,738,697,1184.41
544,10604,262,699.13
545,2354,21,269.46
546,19691,528,1279.03
547,12572,135,1028.85
548,6329,396,537.89
549,7300,502,629.69
550,11910,269,1907.03
551,7921,261,230.21
552,15123,320,1460.28
553,4860,502,1715.18
554,9930,275,505.22
555,541,297,1237.32
556,18803,116,1108.21
557,12897,54,697.64
558,19839,904,435.42
559,16875,816,52.52
560,16420,103,1501.49
561,18004,560,1834.37
562,11392,541,659.54
563,6205,857,470.28
564,10282,290,1933.01
565,9484,396,1345.75
566,6440,625,1127.2
567,10727,381,1943.42
568,9252,424,1355.99
569,11039,97,668.57
570,5794,579,852.48
571,6319,746,1485.1
572,8552,639,1719.68
573,9903,24,1463.94
574,3687,786,1661.07
575,5997,312,778.17
576,110,327,159.22
577,14790,57,1056.3
578,13356,359,771.79
579,1009,192,214.05
580,15229,157,1704.45
581,3096,184,385.28
582,3808,277,826.83
583,11702,297,735.48
584,4830,337,672.49
585,8495,131,276.18
586,8414,807,168.05
587,6478,25,597.74
588,4151,563,1335.64
589,19598,149,1740.73
590,1752,872,758.26
591,20234,51,1020.82
592,636,134,1690.21
593,14477,119,978.09
594,7199,506,1489.67
595,793,207,1363.59
596,20280,97,1851.0
597,16417,115,1939.79
598,14517,88,698.77
599,19535,740,494.27
600,14643,40,1945.87
601,20194,68,675.53
602,4688,113,1664.87
603,704,26,984.61
604,18737,951,229.76
605,5924,162,206.05
606,17955,171,938.88
607,15583,75,452.54
608,8591,146,806.24
609,8233,35,1854.21
610,14230,77,504.41
611,4015,464,827.69
612,12743,237,1672.48
613,9589,130,2001.65
614,19810,712,1350.83
615,12969,183,454.91
616,8649,189,1970.21
617,15724,49,105.44
618,5131,158,1669.19
619,14989,58,447.6
620,14697,264,97.24
621,10443,896,245.84
622,16707,336,1220.18
623,8264,33,1639.71
624,14992,335,894.1
625,7031,639,1451.89
626,18606,247,681.94
627,15951,340,160.84
628,6073,40,588.01
629,17667,74,1889.99
630,6725,277,110.51
631,7050,159,701.77
632,13426,490,1127.82
633,16840,664,1491.58
634,11003,219,680.74
635,12996,25,1381.34
636,1827,66,155.5
637,12926,217,1522.69
638,267,11,426.01
639,12455,47,458.17
640,3763,434,269.19
641,4859,246,1066.29
642,8779,180,1706.88
643,7490,788,1944.82
644,16346,623,1373.06
645,14458,507,770.54
646,13691,54,1789.44
647,10384,64,817.06
648,12875,287,1916.28
649,6636,152,729.4
650,11836,322,1600.95
651,16853,633,209.73
652,11540,960,276.65
653,12945,575,987.55
654,16362,334,759.78
655,15695,74,950.09
656,17787,209,1224.81
657,5741,53,1317.71
658,14531,176,27.99
659,5387,370,1652.09
660,12740,755,1573.63
661,16243,125,1429.33
662,11356,248,1698.26
663,10513,106,48.14
664,812,39,1430.17
665,18322,421,485.27
666,16135,139,589.85
667,10825,514,762.11
668,2209,322,803.82
669,10622,151,1537.21
670,5133,76,139.0
671,9567,476,1285.8
672,4307,604,1651.42
673,1530,252,847.0
674,15582,320,579.9
675,12483,510,460.53
676,18999,149,1176.42
677,11914,586,940.17
678,7998,642,1879.4
679,7384,155,1693.21
680,7997,775,1017.67
681,6398,645,114.51
682,18318,143,1170.01
683,1883,736,1283.49
684,10408,1108,892.08
685,6696,205,1425.59
686,17713,410,1229.67
687,77,84,1343.15
688,5956,7,642.09
689,11353,389,940.62
690,7353,579,1224.04
691,8396,395,1940.7
692,182,879,1636.07
693,13986,420,244.14
694,4048,388,970.15
695,9064,241,673.32
696,4954,223,838.91
697,6848,1081,119.13
698,17976,130,492.06
699,1586,7,1313.02
700,6690,554,907.64
701,10114,221,591.71
702,3192,367,695.84
703,3016,182,1365.48
704,1415,387,512.88
705,8937,619,1429.06
706,12881,428,351.34
707,8661,84,1142.12
708,11587,180,1580.51
709,5013,341,1640.74
710,16616,321,518.2
711,10437,474,1205.05
712,15783,482,1538.73
713,15477,308,557.44
714,16685,281,1503.03
715,19609,282,529.04
716,4027,911,1165.8
717,2973,356,1723.08
718,18576,77,720.7
719,8314,164,895.9
720,16785,97,1123.58
721,13028,94,1702.32
722,8250,195,852.08
723,19711,168,335.86
724,12682,548,946.51
725,16744,108,383.89
726,4311,584,857.09
727,9078,491,771.17
728,19837,606,275.19
729,11729,16,1373.84
730,7240,96,501.42
731,1632,19,1240.91
732,10433,333,946.42
733,378,246,567.28
734,5806,890,1755.86
735,64,808,1657.42
736,18018,103,269.65
737,11696,268,635.64
738,15966,149,268.59
739,12851,13,1909.52
740,19785,370,652.05
741,4704,577,1671.22
742,1321,107,1714.65
743,8166,215,70.4
744,3575,843,653.79
745,75,1013,1008.02
746,19546,632,1541.28
747,15880,687,1359.99
748,10096,179,1770.82
749,17620,563,111.37
750,63,7,768.84
751,2830,57,1085.71
752,12111,206,1783.15
753,14556,871,563.23
754,647,80,507.35
755,6,68,1486.91
756,9394,279,984.24
757,18242,51,1886.65
758,3195,184,1572.3
759,16031,546,311.49
760,16158,332,1765.6
761,7214,10,1893.62
762,12019,410,1057.72
763,1274,295,1688.45
764,3063,239,1842.2
765,11117,568,1028.44
766,12111,45,1783.15
767,16120,434,879.34
768,14329,631,264.47
769,993,666,207.99
770,11821,612,1261.16
771,11579,213,596.25
772,64,99,1657.42
773,19347,317,593.77
774,3788,144,1488.2
775,14804,333,156.32
776,1961,520,616.23
777,15845,331,676.69
778,6510,481,446.72
779,5018,687,885.82
780,466,470,658.44
781,1877,201,1957.43
782,2557,342,1126.89
783,18969,215,1088.64
784,10751,19,2001.39
785,4465,423,1117.18
786,6320,20,1177.82
787,5075,458,586.24
788,14869,87,320.81
789,1908,12,1456.56
790,6581,190,786.38
791,12076,268,407.78
792,13659,229,1097.35
793,16697,143,1330.86
794,18227,155,685.18
795,13316,339,948.35
796,16399,793,859.4
797,3525,260,1450.79
798,9471,198,949.53
799,15611,1009,566.71
800,19296,433,1427.99
801,789,107,63.88
802,18040,532,458.22
803,15518,202,150.41
804,19688,203,1204.95
805,2330,512,1496.98
806,5785,623,899.14
807,4796,410,635.0
808,412,249,418.5
809,3109,860,1850.13
810,2087,145,111.35
811,8446,54,728.58
812,19905,163,1082.82
813,17553,402,872.28
814,17634,80,1619.67
815,16179,364,1077.53
816,18411,278,549.57
817,7129,64,1986.22
818,14140,46,200.44
819,18061,1078,530.7
820,12125,500,1098.51
821,15003,568,1579.0
822,7799,530,1970.57
823,6236,383,1912.8
824,10980,128,100.88
825,19618,624,643.83
826,20178,422,703.59
827,16189,189,1363.77
828,5340,21,205.28
829,18214,893,1601.7
830,3903,53,835.72
831,16865,961,528.91
832,11013,88,891.79
833,15283,669,1706.89
834,9458,453,768.29
835,7480,127,48.67
836,4655,555,890.61
837,10543,385,62.02
838,3832,365,551.22
839,1136,32,291.2
840,15318,268,469.12
841,14451,143,1179.85
842,6843,223,1733.46
843,15324,1019,1924.25
844,7596,424,185.14
845,13477,530,707.24
846,18363,378,753.37
847,11754,518,869.95
848,1377,615,119.12
849,9612,30,539.7
850,18208,63,739.49
851,9774,462,289.22
852,19701,108,248.76
853,847,152,791.71
854,5877,780,1425.39
855,13675,105,560.66
856,15881,5,728.78
857,12879,158,120.68
858,2442,137,740.44
859,11639,10,431.93
860,6366,114,695.47
861,11372,218,73.57
862,9311,208,1924.84
863,19984,831,724.6
864,2864,142,202.81
865,10347,428,1054.81
866,4299,160,853.37
867,11441,451,1720.39
868,19852,287,51.46
869,15991,619,1777.44
870,3984,332,1955.39
871,2524,82,1697.45
872,5108,832,473.86
873,5206,131,824.13
874,10865,258,1942.66
875,13641,207,1206.58
876,8988,1032,765.91
877,14120,612,1796.83
878,13694,156,584.54
879,9553,92,1158.36
880,11662,6,1424.78
881,622,604,1168.93
882,1272,463,692.41
883,9613,437,695.34
884,13760,211,719.31
885,7774,696,22.23
886,11405,405,1809.57
887,11261,95,1567.38
888,4697,147,637.07
889,5678,62,49.67
890,18762,167,1844.66
891,13786,33,662.67
892,7346,14,513.39
893,2927,258,420.62
894,9728,269,920.29
895,18346,185,395.94
896,17217,389,1643.77
897,19115,644,624.42
898,17204,804,1243.81
899,2471,205,664.57
900,1868,884,1610.68
901,8548,341,684.87
902,8522,124,70.78
903,18707,455,673.28
904,17550,497,1903.16
905,1572,752,331.05
906,9739,200,341.4
907,13444,379,832.45
908,1626,405,612.7
909,2529,8,601.14
910,5603,217,282.26
911,17452,387,184.57
912,3718,192,1611.01
913,14630,659,1385.48
914,15097,705,1763.01
915,17406,170,1689.5
916,17023,133,1036.57
917,4929,32,311.05
918,8602,121,927.51
919,13356,336,771.79
920,12274,304,1705.54
921,694,33,1048.69
922,8789,73,1385.87
923,15576,806,154.01
924,13359,401,1943.52
925,5449,405,548.09
926,12750,521,1223.26
927,18926,207,649.23
928,5274,150,1669.01
929,11562,342,1317.98
930,3440,1078,548.75
931,17314,6,947.44
932,19253,27,1215.27
933,17538,555,1481.16
934,6128,332,1372.78
935,1811,333,1618.43
936,6181,92,2001.25
937,8026,465,1895.14
938,16035,204,1603.22
939,4754,571,1165.85
940,7946,33,732.72
941,8902,448,297.53
942,19835,155,88.15
943,19348,834,1169.0
944,11978,796,1508.85
945,14411,739,548.6
946,16444,371,1018.41
947,15415,595,31.23
948,2197,319,284.55
949,6592,10,387.8
950,17898,14,1998.24
951,9200,58,520.47
952,8384,499,969.15
953,2913,153,1396.82
954,6791,997,182.1
955,11357,125,1171.39
956,8065,106,1684.74
957,9391,92,75.89
958,12610,771,338.18
959,10893,457,734.63
960,10179,41,1756.61
961,15226,51,269.16
962,13443,263,1069.74
963,7896,358,1911.17
964,19879,557,1623.28
965,11309,254,262.21
966,731,251,1491.75
967,12548,48,1378.37
968,19440,144,444.42
969,11698,81,1500.24
970,13531,108,1027.04
971,6919,138,680.13
972,4397,449,1101.86
973,10082,146,1194.13
974,12663,745,1835.54
975,6456,184,830.94
976,14503,276,1594.12
977,3614,625,724.52
978,5069,208,1337.7
979,17833,189,1572.13
980,6979,194,932.54
981,12816,230,36.84
982,10830,366,133.04
983,15906,40,40.04
984,13663,313,1072.15
985,1610,440,1124.93
986,17960,1059,716.27
987,2523,196,564.7
988,19337,67,1784.26
989,13268,336,1163.93
990,5136,324,1234.65
991,6894,131,940.31
992,13705,68,506.36
993,10672,375,894.7
994,14329,88,264.47
995,7632,490,878.93
996,719,96,1282.06
997,8462,229,419.25
998,6369,457,430.32
999,8249,73,660.68
1000,14286,351,706.71
1001,7703,190,311.93
1002,4501,302,451.63
1003,14920,282,1141.77
1004,1442,49,1351.23
1005,6598,475,1876.8
1006,3192,514,695.84
1007,5526,45,1190.89
1008,18056,82,1825.52
1009,7709,127,622.1
1010,15745,331,802.09
1011,11376,295,593.79
1012,12822,611,150.65
1013,19191,484,690.1
1014,6594,421,783.51
1015,19281,9,1128.57
1016,7063,718,584.03
1017,18739,40,206.4
1018,3594,1008,1469.41
1019,16442,175,1795.14
1020,14530,416,1311.22
1021,12644,321,1163.61
1022,9256,19,1848.2
1023,15273,13,1344.87
1024,13867,554,1670.3
1025,13239,125,992.71
1026,14495,389,1871.95
1027,6861,645,477.8
1028,1093,755,1330.67
1029,3676,222,1572.18
1030,3364,462,1812.84
1031,5732,149,1299.96
1032,18023,736,1216.46
1033,5557,116,457.21
1034,8082,25,1416.42
1035,10512,59,363.17
1036,4075,70,632.88
1037,16758,327,720.11
1038,7128,118,100.46
1039,20249,64,179.46
1040,18279,299,893.65
1041,14328,920,1407.75
1042,5028,250,669.95
1043,11636,356,1047.76
1044,853,801,1554.47
1045,11384,196,2001.21
1046,7597,24,1750.46
1047,15489,830,1028.73
1048,3844,148,37.79
1049,2092,500,1107.14
1050,156,58,1076.82
1051,9585,579,669.4
1052,12567,35,149.21
1053,8733,297,1178.11
1054,71,777,235.56
1055,1879,175,225.18
1056,437,623,1579.46
1057,18712,96,849.25
1058,6859,247,788.69
1059,7186,360,1561.83
1060,16245,310,1530.39
1061,3789,47,1454.03
1062,208,115,80.26
1063,13016,118,1257.96
1064,1272,188,692.41
1065,17927,36,435.25
1066,6080,117,1448.74
1067,19822,291,1145.3
1068,19341,155,1835.51
1069,3935,335,198.73
1070,3028,90,1912.83
1071,5756,246,1991.5
1072,11065,252,1675.28
1073,14490,369,867.28
1074,12636,229,1120.01
1075,8739,375,1224.06
1076,19342,63,1591.16
1077,2778,417,212.5
1078,8558,383,1407.55
1079,6917,111,192.57
1080,2694,321,391.22
1081,18579,275,1328.07
1082,14474,373,367.18
1083,3368,176,1995.52
1084,17111,215,1966.26
1085,3944,393,286.21
1086,3263,91,918.2
1087,14320,40,1487.16
1088,4704,685,1671.22
1089,1937,5,566.47
1090,13072,303,321.71
1091,10206,106,1303.66
1092,11214,489,1915.26
1093,719,218,1282.06
1094,10833,1112,1950.41
1095,272,328,1560.06
1096,2245,119,374.79
1097,11258,584,725.88
1098,3567,393,1744.09
1099,20287,26,1580.79
1100,17975,261,28.42
1101,3107,186,1640.91
1102,12919,263,286.74
1103,15426,255,1672.14
1104,14239,118,1646.41
1105,8176,287,1739.75
1106,20250,110,1652.05
1107,5273,109,1467.93
1108,1876,740,1943.93
1109,11658,97,1742.49
1110,6866,614,1360.2
1111,14733,7,731.76
1112,16067,383,1733.45
1113,12362,800,620.68
1114,16722,237,1687.48
1115,20111,150,1191.93
1116,10040,134,1788.33
1117,13526,242,352.62
1118,17593,387,75.28
1119,7228,551,1963.25
1120,3793,686,830.74
1121,11785,61,593.19
1122,1570,87,1838.08
1123,16786,19,1964.9
1124,14818,345,907.9
1125,16966,370,507.7
1126,5737,614,1561.99
1127,9590,229,1263.65
1128,12769,66,1373.33
1129,12865,313,424.74
1130,14449,573,1813.1
1131,3616,542,1085.97
1132,18351,78,1074.65
1133,12039,205,1411.69
1134,11211,166,259.78
1135,14336,185,1436.16
1136,6443,180,492.13
1137,17342,385,752.51
1138,19926,818,1375.46
1139,19603,448,776.65
1140,12689,245,1896.07
1141,6596,558,153.34
1142,18222,295,294.07
1143,10492,212,416.47
1144,16413,158,533.76
1145,16069,90,1591.04
1146,8204,421,1681.96
1147,11485,22,619.03
1148,17374,704,192.29
1149,6582,194,1561.78
1150,8547,397,528.68
1151,19580,11,939.32
1152,2826,991,265.31
1153,15852,104,1151.69
1154,1650,598,823.68
1155,1170,375,1754.94
1156,13589,375,1026.4
1157,452,392,908.98
1158,8749,218,1883.72
1159,10153,1156,919.31
1160,18808,611,81.64
1161,6687,374,1548.11
1162,1971,284,1926.89
1163,448,769,1194.2
1164,740,503,546.12
1165,6691,517,1487.27
1166,6226,219,858.0
1167,10454,274,1559.18
1168,5461,212,1869.93
1169,321,666,1326.99
1170,211,246,1546.78
1171,9971,100,594.25
1172,10921,763,1560.52
1173,16192,62,1204.79
1174,2987,370,163.32
1175,20104,642,813.39
1176,14547,64,1157.2
1177,9910,481,1685.01
1178,13390,171,463.13
1179,9051,649,377.08
1180,8571,81,1275.76
1181,707,645,409.56
1182,3560,63,682.91
1183,12203,34,1905.22
1184,6717,483,1649.42
1185,16551,25,1207.74
1186,12311,146,1738.86
1187,13667,79,1349.17
1188,11425,22,200.26
1189,15028,194,1954.76
1190,17421,71,223.67
1191,9453,391,1002.4
1192,5221,102,67.21
1193,15054,18,1541.67
1194,2159,625,375.35
1195,7424,322,1055.9
1196,4281,318,1291.2
1197,7064,473,69.46
1198,11367,295,1309.67
1199,2033,470,1790.55
1200,19788,388,21.83
1201,13414,262,942.32
