469,61,2020-11-11,6
470,36,2020-10-19,12
471,22,2020-10-18,11
472,49,2020-12-03,8
473,59,2021-09-19,15
474,70,2022-03-03,7
475,9,2021-12-30,18
476,75,2022-01-25,5
477,24,2020-12-09,0
478,89,2022-09-04,0
479,100,2021-07-12,14
480,43,2021-10-31,19
481,57,2021-02-22,1
482,70,2022-05-03,1
483,62,2022-08-28,6
484,28,2022-08-25,15
485,57,2021-06-07,0
486,86,2021-05-03,1
487,12,2021-10-02,14
488,92,2021-11-15,17
489,61,2022-08-09,14
490,99,2022-06-15,6
491,88,2022-09-03,2
492,99,2022-02-26,7
493,69,2020-11-17,2
494,76,2021-09-14,15
495,19,2021-08-08,14
496,27,2022-01-01,7
497,82,2022-07-17,15
498,47,2021-10-28,8
499,63,2022-04-20,2
500,52,2022-06-20,16
501,33,2021-12-23,14
502,67,2021-09-19,5
503,93,2021-05-19,18
504,37,2020-12-04,5
505,43,2021-12-08,14
506,35,2021-09-04,12
507,38,2021-10-31,14
508,23,2021-05-22,10
509,60,2021-11-03,18
510,92,2021-11-14,11
511,12,2020-11-15,3
512,19,2022-05-28,12
513,33,2022-06-23,17
514,100,2022-03-24,0
515,21,2021-01-18,15
516,90,2021-03-27,5
517,47,2021-02-09,18
518,71,2022-01-18,12
519,0,2021-01-22,10
520,24,2021-05-18,6
521,39,2020-09-21,6
522,81,2021-01-14,17
523,45,2021-12-08,10
524,80,2020-10-01,16
525,51,2021-09-17,8
526,12,2022-01-16,9
527,39,2021-12-10,16
528,91,2021-01-30,11
529,16,2020-09-22,16
530,19,2021-05-06,3
531,66,2021-05-14,12
532,10,2021-10-11,13
533,70,2022-01-22,1
534,40,2021-11-07,17
535,59,2021-03-25,13
536,45,2021-05-08,6
537,44,2021-11-08,13
538,49,2021-07-30,17
539,5,2021-09-02,12
540,6,2022-06-28,6
541,71,2020-11-07,8
542,26,2022-05-04,20
543,93,2021-10-25,17
544,39,2021-04-29,20
545,43,2021-08-26,15
546,54,2020-09-29,15
547,55,2020-10-20,4
548,58,2022-03-27,11
549,99,2020-11-06,6
550,55,2021-10-18,1
551,33,2022-01-21,19
552,38,2021-07-16,9
553,56,2021-05-21,11
554,72,2021-08-25,15
555,51,2021-05-04,5
556,80,2021-10-20,11
557,23,2021-03-16,18
558,36,2020-12-11,10
559,56,2021-06-03,7
560,64,2020-10-23,15
561,79,2020-09-16,7
562,1,2022-08-19,20
563,94,2022-06-04,17
564,97,2021-12-26,3
565,27,2022-08-01,0
566,75,2021-09-11,18
567,73,2020-10-05,2
568,93,2022-05-15,11
569,59,2020-11-09,16
570,42,2022-08-10,20
571,16,2022-05-07,5
572,67,2020-12-16,18
573,90,2021-12-31,20
574,26,2020-10-23,7
575,54,2022-06-14,20
576,86,2021-05-19,4
577,30,2021-07-02,10
578,74,2021-03-05,20
579,6,2022-01-17,15
580,1,2020-12-13,7
581,28,2020-10-13,20
582,43,2021-12-03,17
583,11,2022-08-23,7
584,28,2021-03-19,17
585,9,2021-03-12,5
586,84,2021-04-24,19
587,77,2022-07-27,20
588,71,2020-10-17,3
589,11,2021-11-09,16
590,71,2022-07-14,16
591,75,2021-04-01,0
592,22,2021-10-05,1
593,33,2022-04-13,0
594,53,2022-03-31,1
595,97,2021-03-08,1
596,54,2022-02-12,14
597,19,2020-12-21,15
598,24,2021-06-13,7
599,51,2020-12-05,19
600,59,2022-02-22,7
601,99,2021-01-06,19
602,83,2021-01-10,19
603,34,2021-07-08,1
604,67,2022-06-19,12
605,5,2020-09-18,4
606,47,2022-07-05,20
607,45,2021-02-06,1
608,3,2022-06-04,4
609,77,2020-10-15,13
610,9,2021-08-29,13
611,78,2021-01-12,10
612,95,2022-01-19,15
613,65,2021-09-17,5
614,83,2022-02-11,11
615,8,2021-03-19,8
616,90,2021-07-27,17
617,94,2020-12-09,10
618,70,2022-07-15,7
619,60,2022-01-17,1
620,97,2021-05-17,3
621,62,2020-11-08,13
622,93,2021-05-31,5
623,15,2022-05-22,11
624,69,2020-12-06,15
625,35,2021-03-10,18
626,17,2022-07-11,18
627,20,2021-10-19,8
628,2,2022-01-29,11
629,64,2022-02-05,19
630,47,2021-10-01,3
631,64,2021-06-15,0
632,26,2021-11-22,17
633,13,2021-09-16,19
634,13,2021-01-22,1
635,80,2021-03-09,1
636,61,2021-02-20,11
637,68,2020-09-17,15
638,66,2021-12-19,0
639,32,2021-12-08,11
640,97,2022-05-11,0
641,40,2022-08-17,5
642,3,2021-04-10,4
643,97,2021-10-03,18
644,30,2022-01-01,10
645,23,2021-04-23,20
646,89,2020-12-15,17
647,85,2021-03-31,16
648,73,2022-04-23,8
649,88,2021-10-25,13
650,63,2020-11-21,10
651,22,2021-08-05,0
652,94,2022-03-03,12
653,39,2020-10-06,2
654,95,2021-02-25,18
655,39,2021-11-30,17
656,58,2022-01-23,5
657,30,2022-02-02,20
658,52,2020-09-13,9
659,88,2022-03-25,13
660,73,2021-12-04,20
661,80,2022-05-08,7
662,94,2022-04-21,0
663,52,2021-03-24,17
664,49,2022-08-22,14
665,70,2022-08-24,6
666,100,2022-07-23,16
667,19,2021-11-10,8
668,43,2022-07-09,14
669,97,2022-07-22,12
670,8,2021-03-13,16
671,82,2022-08-11,3
672,78,2020-12-31,6
673,45,2022-03-03,3
674,90,2020-12-02,3
675,93,2021-12-13,10
676,90,2021-10-14,12
677,13,2021-08-10,0
678,46,2022-04-22,4
679,16,2022-08-21,17
680,29,2022-08-16,13
681,8,2021-11-19,12
682,35,2020-12-05,20
683,71,2022-01-06,4
684,27,2021-11-18,14
685,69,2022-08-30,17
686,74,2020-12-26,1
687,29,2022-06-12,6
688,20,2021-04-21,2
689,36,2021-10-25,7
690,95,2022-04-30,14
691,44,2021-05-20,9
692,8,2022-07-29,5
693,90,2021-06-26,14
694,52,2022-01-11,8
695,63,2021-10-24,12
696,29,2020-12-30,7
697,78,2022-07-20,11
698,34,2022-08-19,16
699,73,2022-02-16,6
700,62,2021-11-14,6
701,9,2021-12-09,4
702,56,2021-04-02,5
703,68,2022-03-02,15
704,64,2022-02-12,20
705,41,2020-10-03,16
706,70,2022-06-15,4
707,13,2021-12-26,9
708,86,2021-10-17,12
709,17,2020-10-06,12
710,90,2021-05-22,15
711,56,2022-03-19,20
712,12,2021-11-11,1
713,95,2021-12-23,0
714,71,2021-10-20,20
715,38,2022-06-14,7
716,86,2021-05-21,2
717,72,2021-01-17,16
718,28,2022-09-04,13
719,46,2021-04-01,8
720,15,2021-01-24,16
721,81,2020-12-19,19
722,90,2020-11-05,12
723,79,2021-11-13,16
724,26,2021-11-11,13
725,54,2021-07-24,0
726,36,2022-03-19,14
727,11,2021-12-06,20
728,87,2022-01-25,14
729,31,2022-06-22,0
730,36,2021-08-20,13
731,71,2021-06-08,8
732,17,2021-04-25,20
733,20,2021-02-14,15
734,22,2021-11-11,4
735,76,2020-09-17,16
736,4,2021-04-30,7
737,51,2022-08-17,5
738,78,2022-03-19,16
739,25,2022-08-16,13
740,22,2021-04-22,5
741,46,2021-10-03,3
742,87,2020-12-18,2
743,90,2022-06-17,3
744,77,2021-07-19,15
745,66,2020-11-18,14
746,58,2020-10-31,5
747,6,2021-07-31,18
748,17,2022-02-24,0
749,17,2022-04-24,7
750,90,2021-11-30,9
751,62,2022-04-01,18
752,29,2021-11-29,18
753,40,2022-07-24,7
754,47,2022-02-10,12
755,72,2021-07-28,19
756,64,2022-03-25,4
757,48,2021-08-03,20
758,37,2021-03-28,20
759,11,2021-11-23,15
760,70,2021-11-01,3
761,87,2020-11-03,4
762,55,2021-04-14,13
763,85,2021-10-12,16
764,55,2022-01-07,0
765,9,2021-08-19,15
766,86,2021-03-04,18
767,94,2021-06-04,15
768,65,2021-12-24,2
769,61,2021-02-26,1
770,66,2021-04-03,14
771,82,2021-09-11,3
772,14,2020-10-22,9
773,69,2021-10-09,7
774,63,2021-01-17,0
775,7,2021-01-28,20
776,28,2021-02-07,14
777,54,2022-08-04,15
778,35,2022-02-20,6
779,68,2021-10-02,15
780,88,2021-03-02,1
781,79,2022-04-30,17
782,9,2021-04-22,2
783,33,2022-04-07,7
784,38,2021-04-09,0
785,77,2022-03-17,4
786,24,2022-06-07,0
787,65,2021-03-12,2
788,22,2021-01-11,14
789,35,2022-04-20,10
790,89,2021-01-23,14
791,34,2021-07-07,11
792,72,2020-11-24,10
793,77,2021-03-10,7
794,27,2021-06-05,4
795,67,2022-08-22,10
796,67,2021-06-13,14
797,77,2020-12-20,4
798,82,2022-01-25,7
799,48,2021-06-15,13
800,63,2021-08-28,1
801,78,2022-06-18,15
802,1,2021-02-27,15
803,80,2022-02-02,17
804,46,2020-11-30,12
805,84,2021-03-09,19
806,6,2021-06-16,7
807,58,2022-02-18,9
808,63,2020-12-27,6
809,44,2021-06-25,18
810,48,2021-06-27,7
811,96,2022-07-04,18
812,9,2022-04-13,2
813,52,2021-01-17,13
814,35,2022-02-18,16
815,91,2021-10-02,14
816,53,2020-10-15,4
817,100,2021-07-17,3
818,78,2022-01-28,11
819,24,2021-01-08,16
820,28,2022-04-18,5
821,79,2022-06-02,16
822,18,2021-12-15,12
823,65,2022-02-17,3
824,36,2022-03-25,20
825,59,2021-06-20,18
826,26,2021-03-31,4
827,3,2021-01-23,15
828,78,2021-03-08,15
829,68,2021-11-21,20
830,37,2022-05-04,19
831,2,2021-07-01,18
832,22,2022-06-12,18
833,89,2021-07-30,14
834,54,2022-04-15,6
835,13,2021-08-01,17
836,44,2021-05-28,14
837,57,2022-08-20,15
838,58,2022-04-24,7
839,52,2022-08-15,16
840,4,2022-02-06,18
841,65,2021-07-29,1
842,19,2020-09-07,0
843,4,2022-08-16,9
844,84,2021-08-21,20
845,95,2021-04-22,10
846,33,2020-11-18,4
847,99,2021-10-15,7
848,49,2021-07-31,16
849,68,2022-06-16,17
850,83,2020-12-18,20
851,8,2021-04-30,5
852,63,2021-08-09,1
853,20,2020-09-21,18
854,59,2020-09-11,14
855,59,2021-09-30,16
856,33,2021-04-29,1
857,59,2022-03-10,13
858,93,2022-03-15,12
859,17,2021-09-28,15
860,43,2021-07-30,2
861,87,2020-12-26,12
862,3,2022-04-23,12
863,28,2021-05-24,19
864,83,2021-05-16,2
865,85,2021-11-20,6
866,24,2021-03-15,6
867,98,2020-12-03,3
868,18,2021-07-17,3
869,32,2021-06-10,0
870,41,2022-01-01,14
871,60,2022-08-13,1
872,100,2022-08-11,16
873,77,2021-05-14,20
874,59,2020-11-11,3
875,41,2021-01-13,17
876,24,2020-09-15,3
877,60,2021-02-21,8
878,59,2021-02-07,13
879,12,2022-01-31,8
880,39,2021-12-28,20
881,57,2021-09-27,5
882,41,2021-07-11,10
883,73,2021-10-16,7
884,58,2022-02-20,19
885,51,2022-02-01,10
886,14,2022-07-29,1
887,58,2021-03-24,2
888,37,2021-01-04,11
889,75,2021-06-25,8
890,1,2022-08-10,10
891,78,2021-02-06,11
892,38,2020-11-14,3
893,46,2021-02-17,19
894,31,2021-04-30,7
895,48,2021-05-08,5
896,100,2021-01-24,20
897,31,2022-09-07,19
898,61,2022-02-07,17
899,31,2020-10-24,8
900,70,2022-02-11,0
901,11,2020-10-16,2
902,61,2020-09-26,7
903,47,2020-11-11,14
904,81,2021-05-28,5
905,59,2022-02-14,7
906,58,2021-06-08,4
907,63,2022-03-20,15
908,70,2020-10-13,20
909,62,2020-10-01,6
910,99,2021-03-18,13
911,40,2021-08-10,7
912,38,2020-12-02,12
913,62,2022-03-04,19
914,41,2020-12-16,7
915,52,2022-06-20,6
916,71,2021-03-21,10
917,82,2021-01-18,9
918,56,2022-04-30,2
919,96,2022-07-07,13
920,18,2021-05-06,9
921,44,2021-12-10,11
922,16,2022-04-17,11
923,10,2021-11-24,5
924,9,2021-11-09,20
925,49,2022-03-30,1
926,54,2022-04-14,19
927,93,2021-09-05,2
928,41,2022-07-25,10
929,84,2020-11-11,18
930,55,2021-12-24,15
931,2,2020-11-08,10
932,21,2020-10-25,0
933,41,2021-02-03,16
934,30,2020-12-03,1
935,55,2020-12-04,0
936,21,2022-07-24,16
937,75,2022-05-10,0
938,95,2020-11-06,19
939,75,2021-02-28,3
940,45,2021-04-29,9
941,90,2020-11-08,1
942,47,2022-01-23,17
943,33,2021-09-09,16
944,49,2021-01-01,9
945,80,2022-04-27,5
946,88,2020-12-15,10
947,17,2022-06-06,16
948,90,2021-10-29,11
949,100,2021-10-13,14
950,59,2021-02-20,10
951,64,2021-09-06,11
952,82,2021-12-01,13
953,38,2022-08-27,18
954,72,2021-11-04,1
955,37,2020-12-15,14
956,10,2020-11-01,3
957,15,2020-09-09,9
958,43,2020-10-13,11
959,18,2022-02-22,1
960,44,2021-09-07,14
961,14,2020-10-15,20
962,15,2020-09-17,0
963,63,2021-06-03,6
964,71,2021-05-29,15
965,84,2022-03-24,12
966,55,2020-12-12,19
967,82,2022-06-23,7
968,20,2022-06-04,7
969,62,2022-02-12,1
970,68,2021-08-28,7
971,60,2021-11-22,8
972,32,2021-08-11,14
973,55,2021-05-23,19
974,90,2022-05-08,8
975,38,2021-01-19,3
976,10,2021-03-17,19
977,4,2022-05-28,17
978,29,2022-06-11,20
979,39,2022-09-06,16
980,70,2021-04-23,0
981,81,2021-12-24,0
982,79,2021-07-21,15
983,8,2022-09-01,1
984,100,2022-06-22,1
985,52,2021-04-23,7
986,84,2021-02-09,7
987,87,2022-07-29,15
988,72,2022-05-10,1
989,36,2021-05-14,4
990,71,2021-01-17,5
991,21,2021-05-07,13
992,37,2021-11-04,11
993,60,2020-12-08,17
994,56,2021-03-19,0
995,84,2020-10-19,9
996,51,2022-03-03,7
997,22,2022-05-11,20
998,65,2021-10-20,15
999,26,2022-04-02,5
1000,81,2021-06-17,9
1001,22,2020-11-01,6
1002,71,2020-12-26,16
1003,98,2022-03-18,15
1004,58,2022-05-09,7
1005,97,2021-09-18,5
1006,44,2022-03-12,14
1007,60,2022-01-12,0
1008,26,2021-11-15,8
1009,14,2021-08-02,6
1010,56,2022-06-18,11
1011,32,2022-07-09,0
1012,22,2022-06-22,10
1013,50,2022-04-06,0
1014,37,2022-08-07,3
1015,3,2020-12-24,3
1016,52,2022-02-16,20
1017,79,2021-05-09,18
1018,18,2020-10-09,6
1019,4,2022-08-29,9
1020,53,2021-11-06,12
1021,29,2021-05-11,11
1022,7,2020-12-19,1
1023,49,2021-05-19,4
1024,36,2021-04-18,5
1025,62,2021-08-13,6
1026,33,2022-01-22,9
1027,8,2020-09-08,9
1028,71,2021-08-11,6
1029,62,2021-12-04,3
1030,39,2020-11-22,3
1031,96,2022-08-06,3
1032,67,2022-03-12,4
1033,66,2021-01-13,6
1034,53,2021-03-05,0
1035,29,2020-12-02,15
1036,57,2021-10-28,19
1037,37,2022-06-08,14
1038,46,2021-04-14,18
1039,15,2022-01-27,15
1040,4,2020-10-22,17
1041,92,2021-06-28,3
1042,85,2020-11-01,7
1043,66,2022-05-02,11
1044,64,2021-01-18,12
1045,4,2021-08-01,16
1046,77,2022-06-21,7
1047,5,2021-01-01,16
1048,71,2022-05-22,2
1049,72,2021-09-22,19
1050,77,2022-05-10,12
1051,2,2022-02-23,7
1052,2,2021-05-10,1
1053,67,2021-09-15,17
1054,86,2020-10-24,12
1055,19,2021-07-11,10
1056,4,2021-01-07,10
1057,59,2021-07-03,18
1058,100,2021-05-18,4
1059,79,2021-08-20,16
1060,85,2022-03-19,5
1061,20,2022-07-16,15
1062,68,2021-06-08,1
1063,94,2020-12-04,3
1064,29,2021-03-14,4
1065,14,2022-04-17,5
1066,76,2021-12-30,2
1067,90,2021-10-16,16
1068,78,2020-09-25,2
1069,79,2022-01-30,20
1070,57,2021-01-20,18
